Time (sec)," ""R1 R1"""," ""R2 R1"""," ""R3 R1"""," ""R4 R1"""," ""R5 R1"""," ""R6 R1"""," ""R7 R1"""," ""R8 R1"""," ""R9 R1"""," ""R10 R1"""," ""R11 R1"""," ""R12 R1"""," ""R13 R1"""," ""R14 R1"""," ""R15 R1"""," ""R16 R1"""," ""R17 R1"""," ""R18 R1"""," ""R19 R1"""," ""R20 R1"""," ""R21 R1"""," ""R22 R1"""," ""R23 R1"""," ""R24 R1"""," ""R25 R1"""," ""R26 R1"""," ""R27 R1""",LED 5 s,LED 10 s,LED 2.5 s,LED 1 s,,
1309.69,0.223729,0.227118,0.220038,0.232546,0.192857,0.203679,0.188273,0.190742,0.169411,0.196917,0.190008,0.177246,0.1977,0.179569,0.196238,0.195721,0.180044,0.193812,0.191003,0.175194,0.191611,0.184577,0.196831,0.19335,0.186505,0.191607,0.186286,0,0,0,0,,
1311.69,0.223083,0.227992,0.222339,0.233185,0.194265,0.204571,0.189826,0.191556,0.172129,0.197599,0.190254,0.178726,0.199363,0.182555,0.19702,0.195751,0.179357,0.194812,0.191741,0.175057,0.190332,0.186174,0.19747,0.193997,0.18662,0.191815,0.188068,0,0,0,0,,
1313.69,0.22383,0.22593,0.21917,0.233813,0.194182,0.206283,0.189229,0.192096,0.169757,0.197074,0.191462,0.178203,0.197689,0.182069,0.197535,0.194287,0.178629,0.195341,0.189345,0.176456,0.19072,0.184288,0.196129,0.193081,0.186115,0.192474,0.185388,0,0,0,0,,
1315.69,0.224562,0.224915,0.21743,0.231619,0.193718,0.201983,0.188284,0.189667,0.170143,0.197701,0.189997,0.178073,0.198446,0.181229,0.195474,0.193864,0.175836,0.19356,0.186795,0.174435,0.188891,0.183338,0.194775,0.190704,0.184991,0.192495,0.186277,0,0,0,0,,
1317.69,0.225021,0.225316,0.217622,0.23143,0.193252,0.206703,0.189167,0.191244,0.169784,0.196764,0.190786,0.179304,0.195486,0.1808,0.196369,0.194159,0.176119,0.194506,0.186613,0.174042,0.188658,0.184241,0.195324,0.191151,0.18628,0.191397,0.186179,0,0,0,0,,
1319.69,0.22446,0.225893,0.217898,0.232344,0.194687,0.204501,0.188728,0.191641,0.170641,0.196457,0.190121,0.1798,0.196971,0.180724,0.195809,0.193445,0.174923,0.192067,0.185467,0.174039,0.190106,0.184914,0.194067,0.190045,0.186943,0.19372,0.18676,0,0,0,0,,
1321.69,0.225389,0.224852,0.219742,0.232931,0.194566,0.204665,0.189753,0.192404,0.170358,0.198721,0.190661,0.179537,0.197152,0.1795,0.1973,0.193894,0.174947,0.195125,0.185419,0.175367,0.189224,0.184697,0.196019,0.191653,0.185209,0.195119,0.187971,0,0,0,0,,
1323.69,0.224711,0.22401,0.218731,0.231291,0.193824,0.203623,0.185749,0.189422,0.166412,0.194996,0.188892,0.177295,0.193457,0.177706,0.195195,0.191039,0.17275,0.19351,0.184356,0.170769,0.186491,0.182633,0.193332,0.188996,0.183514,0.192204,0.186797,0,0,0,0,,
1325.69,0.226596,0.22388,0.220447,0.230419,0.194154,0.204043,0.188406,0.190364,0.168783,0.19728,0.189614,0.179466,0.194648,0.178703,0.195747,0.192698,0.174894,0.192889,0.18539,0.174501,0.188271,0.184234,0.194563,0.190334,0.18368,0.194052,0.188923,0,0,0,0,,
1327.69,0.222605,0.225272,0.216554,0.229629,0.19337,0.204581,0.189305,0.190283,0.169626,0.197271,0.189958,0.178657,0.194581,0.18053,0.195654,0.193594,0.173024,0.192938,0.184708,0.17249,0.188639,0.186203,0.194871,0.189971,0.185895,0.193212,0.189893,0,0,0,0,,
1329.69,0.224369,0.225647,0.218718,0.230719,0.192775,0.204252,0.186888,0.18858,0.167802,0.195872,0.188937,0.17865,0.193897,0.178388,0.19578,0.19123,0.171881,0.19256,0.183655,0.173393,0.188997,0.184452,0.19304,0.188672,0.184225,0.195568,0.192779,0,0,0,0,,
1331.69,0.223225,0.224316,0.219573,0.230286,0.193792,0.205188,0.187909,0.190567,0.169178,0.196712,0.191552,0.178618,0.194486,0.180579,0.196524,0.193772,0.171925,0.194818,0.182659,0.171873,0.188121,0.185313,0.193485,0.19035,0.185295,0.197794,0.197544,0,0,0,0,,
1333.69,0.223443,0.225087,0.218726,0.231736,0.192749,0.205502,0.189093,0.191131,0.168803,0.195437,0.190363,0.177133,0.194418,0.177841,0.197074,0.19257,0.172461,0.193711,0.181556,0.172483,0.188378,0.184803,0.193247,0.190053,0.18415,0.199222,0.202083,0,0,0,0,,
1335.69,0.224496,0.224786,0.220801,0.23076,0.192465,0.203788,0.188606,0.189768,0.16911,0.196747,0.190765,0.177261,0.193701,0.179247,0.19665,0.193427,0.172587,0.19344,0.183931,0.172795,0.187634,0.184712,0.193529,0.189326,0.183938,0.202032,0.203751,0,0,0,0,,
1337.69,0.224344,0.225029,0.219168,0.23079,0.193793,0.205771,0.187254,0.189753,0.170637,0.196642,0.189622,0.177743,0.194436,0.179371,0.197466,0.193081,0.170911,0.193616,0.183923,0.172662,0.187798,0.185797,0.193523,0.190308,0.182846,0.20301,0.205113,0,0,0,0,,
1339.69,0.224579,0.225515,0.219363,0.230063,0.193042,0.20356,0.188317,0.191622,0.171188,0.195797,0.190024,0.176883,0.194112,0.177966,0.19723,0.19267,0.171188,0.192328,0.182416,0.170521,0.186051,0.184979,0.195592,0.189108,0.182489,0.201718,0.202946,0,0,0,0,,
1341.69,0.22506,0.225842,0.220062,0.230524,0.194209,0.203448,0.189991,0.190241,0.172208,0.197186,0.190638,0.177376,0.195347,0.180638,0.19794,0.194478,0.172295,0.193075,0.18371,0.172876,0.188726,0.185189,0.193984,0.190208,0.184788,0.205483,0.199961,0,0,0,0,,
1343.69,0.224825,0.226231,0.221938,0.231727,0.194164,0.205751,0.187968,0.1926,0.170107,0.197336,0.192224,0.179653,0.194047,0.180418,0.197195,0.193743,0.173209,0.194214,0.183504,0.175529,0.18771,0.18469,0.195442,0.190736,0.185082,0.205419,0.197457,0,0,0,0,,
1345.69,0.224524,0.225824,0.220115,0.230324,0.193034,0.203402,0.189577,0.19082,0.171781,0.197476,0.187984,0.177121,0.193299,0.178871,0.194908,0.191521,0.172771,0.194063,0.183553,0.172587,0.187115,0.186274,0.194898,0.189236,0.183437,0.202017,0.197099,0,0,0,0,,
1347.69,0.222911,0.224208,0.219252,0.230884,0.192956,0.203152,0.187704,0.190309,0.172789,0.196349,0.189322,0.17689,0.193832,0.179104,0.196574,0.193258,0.170686,0.194256,0.183472,0.174652,0.187562,0.186327,0.195264,0.189757,0.184348,0.203437,0.194056,0,0,0,0,,
1349.69,0.227018,0.225627,0.220467,0.233835,0.192689,0.205786,0.188567,0.192787,0.172495,0.197296,0.191012,0.177707,0.194637,0.180019,0.19763,0.194381,0.171895,0.195314,0.182941,0.174089,0.189604,0.187562,0.196521,0.190735,0.184993,0.203793,0.194551,0,0,0,0,,
1351.69,0.226831,0.224906,0.222129,0.234849,0.193156,0.204585,0.189867,0.191711,0.172818,0.196723,0.18981,0.177466,0.194403,0.18039,0.196939,0.193816,0.171367,0.195555,0.185167,0.173597,0.188158,0.186516,0.195718,0.190515,0.184777,0.202854,0.19245,0,0,0,0,,
1353.69,0.225124,0.22611,0.221743,0.234481,0.192934,0.204092,0.18915,0.191931,0.17387,0.197715,0.190625,0.176603,0.193904,0.179075,0.197115,0.193269,0.171701,0.193833,0.182605,0.173067,0.187203,0.186973,0.195169,0.190713,0.184772,0.202005,0.193968,0,0,0,0,,
1355.69,0.225079,0.226461,0.219677,0.231626,0.193637,0.204728,0.188736,0.190096,0.174323,0.196307,0.190347,0.178667,0.193143,0.178,0.196203,0.194345,0.171541,0.194961,0.183655,0.171265,0.186352,0.188319,0.194729,0.189884,0.184936,0.201904,0.190338,0,0,0,0,,
1357.69,0.225923,0.226116,0.22143,0.232517,0.193987,0.205205,0.190161,0.190791,0.177022,0.197082,0.19104,0.179183,0.19463,0.177894,0.197524,0.195155,0.172549,0.195319,0.185221,0.174752,0.188397,0.190826,0.196179,0.190083,0.185296,0.202108,0.190632,0,0,0,0,,
1359.69,0.223843,0.223017,0.222183,0.233403,0.193184,0.206003,0.188541,0.19165,0.176387,0.196798,0.190272,0.179408,0.19428,0.178442,0.19719,0.193212,0.172585,0.195667,0.182441,0.175178,0.188296,0.189877,0.194888,0.191245,0.185664,0.200204,0.1881,0,0,0,0,,
1361.69,0.227271,0.224551,0.220537,0.234923,0.192256,0.2056,0.190323,0.191557,0.175688,0.198002,0.191069,0.178732,0.194782,0.179302,0.198606,0.193595,0.171805,0.196134,0.182884,0.17384,0.188166,0.190108,0.197099,0.191803,0.18697,0.197585,0.187201,0,0,0,0,,
1363.69,0.224669,0.225345,0.221712,0.232699,0.193811,0.205534,0.189158,0.192707,0.174957,0.197521,0.190415,0.178624,0.196362,0.179515,0.197821,0.194235,0.173078,0.19556,0.184584,0.174822,0.187648,0.189876,0.195525,0.191331,0.185376,0.198458,0.188625,0,0,0,0,,
1365.69,0.222937,0.222533,0.221393,0.231471,0.191796,0.204277,0.18785,0.190467,0.173062,0.195646,0.18895,0.178389,0.193736,0.179201,0.196257,0.193308,0.171261,0.195201,0.182778,0.173651,0.185349,0.190104,0.194456,0.190744,0.182177,0.198024,0.185333,0,0,0,0,,
1367.69,0.225484,0.225747,0.221317,0.232012,0.193309,0.205981,0.190572,0.192621,0.17345,0.198079,0.189118,0.179697,0.194077,0.180288,0.198661,0.193821,0.171521,0.195767,0.183779,0.174045,0.186602,0.19175,0.195343,0.190905,0.185864,0.197457,0.185846,0,0,0,0,,
1369.69,0.22596,0.223625,0.218386,0.230702,0.191183,0.203227,0.188185,0.191496,0.17559,0.196191,0.187585,0.178961,0.193393,0.179829,0.197002,0.193171,0.170966,0.194662,0.18344,0.173067,0.185376,0.188696,0.195192,0.190994,0.183777,0.196633,0.186365,0,0,0,0,,
1371.69,0.225669,0.225685,0.219025,0.230664,0.193174,0.204424,0.187674,0.191293,0.176602,0.196748,0.188923,0.17746,0.194516,0.179378,0.19624,0.194011,0.172149,0.195008,0.183868,0.172712,0.188007,0.189661,0.19595,0.190364,0.183153,0.195773,0.184393,0,0,0,0,,
1373.69,0.223625,0.220878,0.218868,0.228564,0.192253,0.203915,0.188189,0.190535,0.174804,0.195728,0.189054,0.176514,0.195184,0.177617,0.196084,0.192535,0.172374,0.195483,0.181538,0.172076,0.186832,0.18754,0.194944,0.189829,0.183311,0.196913,0.184289,0,0,0,0,,
1375.69,0.223675,0.221297,0.218403,0.230079,0.19301,0.204182,0.18964,0.190842,0.174444,0.196912,0.188719,0.178848,0.192724,0.178427,0.196172,0.192209,0.170693,0.193383,0.182226,0.171539,0.187312,0.189131,0.195332,0.188945,0.184462,0.195296,0.184047,0,0,0,0,,
1377.69,0.222992,0.220376,0.220814,0.23228,0.192422,0.205418,0.187651,0.191014,0.175479,0.19755,0.189914,0.177897,0.192938,0.179467,0.19657,0.193846,0.172278,0.195538,0.182969,0.174089,0.186538,0.190649,0.195139,0.190727,0.184308,0.195249,0.188523,0,0,0,0,,
1379.69,0.224096,0.222728,0.219748,0.23187,0.193927,0.204198,0.187354,0.190844,0.177261,0.196451,0.190114,0.177829,0.19473,0.179707,0.196721,0.194259,0.172363,0.194902,0.183435,0.172637,0.186472,0.188923,0.194811,0.189878,0.184622,0.196187,0.189264,0,0,0,0,,
1381.69,0.22555,0.220281,0.220133,0.230271,0.193711,0.205607,0.186925,0.192788,0.175781,0.196813,0.189962,0.178667,0.193507,0.179673,0.198538,0.193913,0.173249,0.195895,0.182548,0.173893,0.187432,0.189663,0.196453,0.19104,0.184299,0.195484,0.190796,0,0,0,0,,
1383.69,0.226333,0.224643,0.218854,0.233355,0.193549,0.20609,0.188875,0.194048,0.177163,0.197337,0.190533,0.180357,0.194868,0.179902,0.199073,0.19496,0.173379,0.196199,0.184254,0.174041,0.188887,0.190811,0.196421,0.19141,0.185662,0.193932,0.19253,0,0,0,0,,
1385.69,0.222834,0.223252,0.218955,0.229791,0.193901,0.205104,0.186986,0.192415,0.178443,0.197132,0.189869,0.178084,0.194078,0.180046,0.198292,0.195592,0.172103,0.194422,0.184512,0.172621,0.189507,0.191609,0.196868,0.191049,0.184315,0.194998,0.194761,0,0,0,0,,
1387.69,0.223358,0.225514,0.219605,0.231015,0.194573,0.205027,0.190673,0.191814,0.17795,0.197416,0.190521,0.178687,0.196001,0.180165,0.19813,0.196708,0.173222,0.194652,0.183612,0.17353,0.18672,0.197919,0.19689,0.19169,0.184508,0.193565,0.195943,0,0,0,0,,
1389.69,0.224504,0.223937,0.217547,0.231288,0.193704,0.20599,0.188972,0.189912,0.176792,0.19654,0.189731,0.176862,0.195157,0.178482,0.197321,0.196937,0.171897,0.196363,0.183765,0.171667,0.187393,0.204549,0.197253,0.191044,0.184461,0.195613,0.198,0,0,0,0,,
1391.69,0.224177,0.220367,0.216304,0.230644,0.192597,0.203766,0.189584,0.190402,0.176142,0.19587,0.189468,0.177235,0.192841,0.177385,0.19692,0.197233,0.172319,0.195528,0.181934,0.172359,0.187672,0.207487,0.196569,0.1904,0.185176,0.195392,0.198119,0,0,0,0,,
1394.04,0.223458,0.226054,0.218221,0.22997,0.193516,0.203126,0.189803,0.191483,0.177847,0.196747,0.191008,0.17825,0.195575,0.179145,0.197322,0.201333,0.172171,0.198366,0.186178,0.172832,0.18683,0.223315,0.197813,0.193879,0.184954,0.196359,0.200514,1,0,0,0,1394.04," ""LED 5 s"""
1402.73,0.2395,0.243142,0.234115,0.253503,0.201708,0.216197,0.198211,0.202511,0.186815,0.209624,0.200003,0.192669,0.208451,0.194398,0.208688,0.24413,0.188994,0.217753,0.196256,0.184528,0.201264,0.240017,0.243169,0.217631,0.196448,0.21969,0.21464,0,0,0,0,,
1404.73,0.233959,0.235558,0.228856,0.249885,0.198948,0.211611,0.194689,0.197579,0.182394,0.20262,0.19589,0.198334,0.208202,0.195572,0.204229,0.238196,0.198446,0.221592,0.196404,0.18077,0.199957,0.232122,0.242859,0.230736,0.19233,0.215479,0.209967,0,0,0,0,,
1406.73,0.233047,0.232845,0.225965,0.244487,0.199087,0.209536,0.1935,0.195926,0.181461,0.202237,0.196216,0.206367,0.213982,0.198016,0.204386,0.231262,0.21031,0.220172,0.195245,0.180306,0.199837,0.226497,0.236696,0.239643,0.192448,0.213115,0.20713,0,0,0,0,,
1408.73,0.231396,0.230502,0.226585,0.237099,0.197317,0.20907,0.192749,0.194142,0.180555,0.202312,0.194012,0.209989,0.216129,0.199913,0.203028,0.224296,0.208805,0.215592,0.19508,0.179695,0.200426,0.219517,0.229037,0.233878,0.189357,0.209922,0.204529,0,0,0,0,,
1410.73,0.229422,0.225712,0.223353,0.236874,0.19872,0.209822,0.191883,0.195371,0.181196,0.203005,0.194543,0.211856,0.221415,0.201796,0.203326,0.217275,0.21099,0.21189,0.194594,0.178235,0.204095,0.21491,0.225199,0.227334,0.191804,0.208336,0.201607,0,0,0,0,,
1412.73,0.227539,0.230394,0.22213,0.23517,0.19765,0.210351,0.192451,0.195896,0.179476,0.200248,0.194396,0.211244,0.220254,0.201786,0.202867,0.21341,0.209411,0.209473,0.194426,0.179232,0.200449,0.209425,0.218034,0.220345,0.190116,0.205406,0.199494,0,0,0,0,,
1414.73,0.228637,0.229328,0.221534,0.235132,0.199041,0.209529,0.192127,0.195559,0.181474,0.201446,0.194161,0.207679,0.222254,0.202115,0.202024,0.209613,0.206639,0.206475,0.197814,0.180178,0.202951,0.204391,0.216388,0.214876,0.190529,0.203895,0.195618,0,0,0,0,,
1416.73,0.226313,0.227686,0.220646,0.231953,0.199252,0.210393,0.192628,0.193546,0.179644,0.200068,0.193521,0.204872,0.219858,0.198907,0.201846,0.20702,0.199939,0.203524,0.195183,0.181273,0.200052,0.200713,0.211798,0.211132,0.190138,0.202902,0.195443,0,0,0,0,,
1418.73,0.225519,0.227431,0.220273,0.234267,0.197812,0.20888,0.192726,0.195496,0.180256,0.200322,0.193084,0.200243,0.215557,0.199225,0.200946,0.203838,0.197905,0.204624,0.194925,0.17806,0.199008,0.198874,0.208301,0.207767,0.188764,0.204394,0.193872,0,0,0,0,,
1420.73,0.224847,0.223238,0.218648,0.232024,0.197922,0.209599,0.190634,0.193566,0.179102,0.200538,0.192419,0.196945,0.212026,0.195554,0.200705,0.202268,0.195159,0.203046,0.193142,0.179052,0.198116,0.196742,0.206481,0.204053,0.188965,0.200813,0.192501,0,0,0,0,,
1422.73,0.224271,0.223646,0.219879,0.229835,0.197677,0.207319,0.191442,0.192938,0.179032,0.200802,0.193239,0.19273,0.208911,0.196784,0.2014,0.201538,0.191701,0.201396,0.194374,0.177701,0.197006,0.195,0.203153,0.201491,0.188965,0.19994,0.191419,0,0,0,0,,
1424.73,0.22779,0.225186,0.21958,0.233304,0.19842,0.207916,0.191822,0.194665,0.177966,0.200173,0.192855,0.191404,0.207408,0.194737,0.200667,0.200368,0.188351,0.200291,0.196077,0.178695,0.19835,0.194502,0.202564,0.20024,0.189773,0.20006,0.191006,0,0,0,0,,
1426.73,0.224248,0.221062,0.218176,0.232579,0.19744,0.207274,0.192104,0.194154,0.178695,0.199673,0.192208,0.187855,0.202214,0.191082,0.200167,0.199074,0.187351,0.197841,0.192957,0.175204,0.195764,0.191174,0.201998,0.19797,0.188013,0.198154,0.188761,0,0,0,0,,
1428.73,0.225317,0.223039,0.218908,0.233273,0.198158,0.206109,0.192476,0.194774,0.17831,0.199902,0.191588,0.185741,0.202066,0.190244,0.200343,0.199115,0.182512,0.198098,0.192743,0.176481,0.19528,0.190025,0.200354,0.197765,0.189195,0.198536,0.188884,0,0,0,0,,
1430.73,0.226492,0.222202,0.218826,0.232403,0.197735,0.209359,0.191343,0.19493,0.179857,0.199389,0.19258,0.184038,0.200362,0.190291,0.198648,0.199226,0.181449,0.198465,0.193384,0.178015,0.194108,0.188921,0.200826,0.196474,0.188834,0.197695,0.188807,0,0,0,0,,
1432.73,0.225202,0.224063,0.219735,0.232809,0.198251,0.209636,0.189987,0.193919,0.179652,0.200313,0.192175,0.184662,0.198219,0.187027,0.20123,0.199222,0.180042,0.19781,0.190463,0.177584,0.192237,0.191641,0.199148,0.196332,0.187884,0.196309,0.189668,0,0,0,0,,
1434.73,0.225047,0.220907,0.220773,0.233689,0.198579,0.207366,0.192364,0.19486,0.178525,0.198755,0.191491,0.181869,0.198938,0.185818,0.200396,0.197967,0.180612,0.196952,0.190876,0.177825,0.192432,0.189989,0.198751,0.195004,0.189499,0.195199,0.189354,0,0,0,0,,
1436.73,0.223523,0.220522,0.217855,0.232185,0.196598,0.208332,0.190276,0.194856,0.178276,0.199526,0.191703,0.181191,0.197756,0.184747,0.199468,0.197419,0.177418,0.19678,0.190331,0.174346,0.19245,0.190311,0.197562,0.193881,0.187576,0.195234,0.189354,0,0,0,0,,
1438.73,0.227569,0.22295,0.221154,0.234637,0.197646,0.210312,0.190346,0.195751,0.18028,0.20063,0.193068,0.184099,0.19641,0.18601,0.200795,0.198817,0.178255,0.198025,0.190608,0.177366,0.192426,0.189546,0.199997,0.195329,0.188412,0.195595,0.19056,0,0,0,0,,
1440.73,0.224872,0.221711,0.219467,0.231559,0.196524,0.208129,0.190762,0.194332,0.180054,0.199216,0.192875,0.180745,0.196633,0.183654,0.198989,0.198494,0.176925,0.19658,0.190458,0.176169,0.190252,0.18888,0.199944,0.194367,0.187268,0.195101,0.191068,0,0,0,0,,
1442.73,0.222802,0.220676,0.218788,0.232198,0.195529,0.206376,0.191156,0.193599,0.178625,0.200246,0.192002,0.180746,0.196073,0.18386,0.198962,0.197114,0.175777,0.196075,0.188777,0.177433,0.189386,0.189338,0.198195,0.19258,0.18598,0.193116,0.190645,0,0,0,0,,
1444.73,0.223663,0.223079,0.221057,0.23215,0.196816,0.209529,0.190973,0.194302,0.180158,0.201504,0.192679,0.180895,0.195396,0.183733,0.199344,0.197309,0.175048,0.195905,0.187428,0.175756,0.191123,0.18998,0.198891,0.194733,0.18905,0.196646,0.190712,0,0,0,0,,
1446.73,0.225063,0.224747,0.218632,0.234188,0.196878,0.207979,0.191481,0.195539,0.182345,0.200953,0.193217,0.180197,0.196991,0.183528,0.200733,0.198064,0.175852,0.1982,0.188296,0.176762,0.190936,0.191282,0.199405,0.193505,0.189321,0.19528,0.194418,0,0,0,0,,
1448.73,0.224881,0.222986,0.219816,0.233928,0.197651,0.210726,0.191631,0.194894,0.180428,0.20018,0.192152,0.179716,0.196058,0.184206,0.199252,0.197983,0.174363,0.197087,0.186019,0.17701,0.190335,0.194041,0.199039,0.193651,0.188006,0.196557,0.194809,0,0,0,0,,
1450.73,0.225379,0.22271,0.219604,0.232852,0.196959,0.207186,0.19254,0.193072,0.181835,0.200789,0.192724,0.178673,0.196134,0.182071,0.199681,0.197614,0.175346,0.19637,0.186645,0.176284,0.190505,0.192318,0.197393,0.192897,0.187707,0.196219,0.197665,0,0,0,0,,
1452.73,0.225797,0.222428,0.21897,0.230788,0.196256,0.208131,0.189863,0.192431,0.180264,0.199156,0.191753,0.178454,0.19582,0.181844,0.199315,0.197079,0.173823,0.196038,0.186632,0.175942,0.189022,0.191324,0.196725,0.193502,0.187824,0.19704,0.198805,0,0,0,0,,
1454.73,0.227557,0.220875,0.218679,0.232329,0.195552,0.206628,0.190331,0.192864,0.180968,0.199153,0.191418,0.178025,0.196576,0.18143,0.199576,0.196634,0.17292,0.196374,0.185444,0.17435,0.188768,0.189388,0.198908,0.191925,0.188123,0.198043,0.199093,0,0,0,0,,
1456.73,0.225498,0.220027,0.220576,0.234645,0.195702,0.208949,0.191641,0.193766,0.180354,0.199391,0.193073,0.180087,0.19668,0.181653,0.200463,0.197955,0.173246,0.197181,0.185344,0.176344,0.190228,0.188627,0.19784,0.192038,0.188631,0.198215,0.199909,0,0,0,0,,
1458.73,0.229366,0.222841,0.222361,0.235329,0.197864,0.209141,0.192556,0.193682,0.179528,0.199984,0.191785,0.179012,0.196023,0.182885,0.198825,0.197627,0.175171,0.197866,0.185922,0.176372,0.188199,0.189076,0.19925,0.193424,0.188542,0.200013,0.203595,0,0,0,0,,
1460.73,0.225434,0.222627,0.220446,0.23385,0.197535,0.208906,0.192432,0.193042,0.180074,0.200198,0.193247,0.179302,0.196163,0.179596,0.199296,0.197759,0.172801,0.197517,0.18526,0.176051,0.187923,0.190618,0.198774,0.192193,0.188053,0.200565,0.201757,0,0,0,0,,
1462.73,0.227467,0.222346,0.219665,0.234361,0.196829,0.207637,0.193429,0.193894,0.17851,0.201115,0.192513,0.178975,0.19512,0.180738,0.199744,0.197208,0.173903,0.196946,0.186475,0.176516,0.189132,0.189261,0.197087,0.192481,0.18802,0.203402,0.20105,0,0,0,0,,
1464.73,0.22625,0.222251,0.222955,0.232073,0.195743,0.207446,0.191949,0.192538,0.17961,0.200679,0.192398,0.17788,0.195411,0.180895,0.199045,0.19686,0.175668,0.197412,0.184978,0.176117,0.188709,0.188414,0.19823,0.192919,0.188108,0.201595,0.200565,0,0,0,0,,
1466.73,0.227521,0.221414,0.221602,0.232936,0.195663,0.207082,0.191213,0.193462,0.180975,0.201108,0.193847,0.178731,0.19647,0.182063,0.19899,0.197827,0.172866,0.197761,0.185684,0.176096,0.188588,0.18939,0.198171,0.192314,0.189893,0.203698,0.199846,0,0,0,0,,
1468.73,0.226928,0.22207,0.22066,0.233149,0.195177,0.208611,0.191174,0.192313,0.179129,0.19913,0.192448,0.178324,0.19632,0.181504,0.199018,0.196661,0.175131,0.197486,0.186136,0.176271,0.189845,0.189148,0.199719,0.193626,0.189341,0.203346,0.200049,0,0,0,0,,
1470.73,0.223846,0.221771,0.221052,0.233011,0.196565,0.209123,0.190814,0.192968,0.180713,0.198239,0.19254,0.179414,0.1959,0.182389,0.200098,0.197171,0.173896,0.196648,0.183696,0.174878,0.188746,0.187748,0.197941,0.192256,0.187744,0.201933,0.196413,0,0,0,0,,
1472.73,0.226838,0.222298,0.221095,0.232993,0.196613,0.205447,0.192548,0.193789,0.181226,0.198912,0.193469,0.178758,0.195382,0.181745,0.199983,0.1971,0.173931,0.199143,0.184573,0.175041,0.189021,0.188648,0.199214,0.193075,0.190002,0.203415,0.195372,0,0,0,0,,
1474.73,0.226578,0.22285,0.22253,0.235121,0.197251,0.207137,0.192781,0.194475,0.180493,0.200958,0.193221,0.179065,0.195441,0.182311,0.199528,0.197266,0.174701,0.19825,0.185416,0.175043,0.191327,0.190832,0.199853,0.193477,0.1904,0.202411,0.195236,0,0,0,0,,
1476.73,0.224031,0.222067,0.222139,0.233425,0.196741,0.206969,0.192698,0.192319,0.180155,0.199766,0.192083,0.179949,0.195117,0.180625,0.198551,0.196815,0.173314,0.198059,0.184156,0.173343,0.187472,0.192328,0.199251,0.193417,0.189179,0.200455,0.193843,0,0,0,0,,
1478.73,0.225996,0.221421,0.218974,0.234904,0.19722,0.208009,0.191985,0.194001,0.181546,0.201512,0.193491,0.178451,0.195688,0.180683,0.200323,0.197032,0.174006,0.198165,0.186484,0.17411,0.189906,0.194757,0.200303,0.194212,0.18943,0.199244,0.196273,0,0,0,0,,
1480.73,0.225955,0.220928,0.219998,0.234227,0.196009,0.20825,0.190952,0.193144,0.179927,0.198334,0.192126,0.179267,0.193285,0.180899,0.198167,0.197001,0.174123,0.197222,0.183717,0.175405,0.188716,0.194498,0.199713,0.192163,0.188047,0.199382,0.195424,0,0,0,0,,
